canddt_name_2014,caddi_sex_2014,cnddt_age_2014,canddt_category_2014
P. DHANARASU @ MATHIMAHARAJA,M,50,GEN
P. BAKKIARAJ,M,31,SC
PUVALA NAGESWARA RAO,M,60,GEN
K. MANJINI,M,41,GEN
R. VALAVAN,M,40,GEN
V. VIJAYA,F,29,GEN
SUKHWINDER SINGH,M,56,SC
PARTAP SINGH BAJWA,M,57,GEN
VARINDER SINGH,M,27,GEN
VINOD KHANNA,M,68,GEN
SANTOSH KUMARI,F,38,SC
SUCHA SINGH CHHOTEPUR,M,66,GEN
GURPREET SINGH KHANNA,M,46,GEN
GURMEET SINGH BAKHATPURA,M,62,GEN
PETER MASIH,M,32,GEN
AMIT AGGARWAL,M,42,GEN
SIKANDER SINGH,M,34,SC
MUKESH,M,32,GEN
ROHIT MAINGI,M,37,GEN
AMARJIT SINGH ASAL,M,58,SC
CAPTAIN AMARINDER SINGH,M,72,GEN
ARUN JAITLEY,M,61,GEN
PARDEEP SINGH WALIA,M,61,GEN
SURINDER SINGH,M,58,GEN
KRISHAN SHARMA,M,38,GEN
GURDIAL SINGH GILL,M,33,SC
DR. DALJIT SINGH,M,79,GEN
BALBIR SINGH,M,49,GEN
BUTA SINGH,M,33,SC
YUSAF MOHAMMAD,M,34,GEN
AMARINDER SINGH,M,36,GEN
ARUN KUMAR JOSHI,M,40,GEN
DR. INDERPAL,M,52,SC
SHAM LAL GANDHIWADI,M,32,SC
SURINDER KUMAR KHOSLA,M,45,SC
KANWALJIT SINGH SAHOTA,M,33,SC
GAGANDEEP KUMAR,M,32,GEN
BAL KRISHAN SHARMA,M,53,GEN
BHAGWANT SINGH,M,53,GEN
MOHINDER SINGH,M,64,SC
REHMAT MASIH,M,55,GEN
RATTAN SINGH RANDHAWA,M,59,GEN
SUCHA SINGH MANN,M,46,SC
HARMINDER SINGH GILL,M,50,GEN
RANJIT SINGH BRAHMPURA,M,76,GEN
STEPHEN MASIH,M,36,GEN
SIMRANJIT SINGH MANN,M,68,GEN
SUKHCHAIN CHAND,M,36,SC
GURPAL SINGH,M,53,SC
BALDEEP SINGH,M,44,GEN
BALWANT SINGH SULTANPURI,M,60,SC
SUKHDEV SINGH CHOHAN,M,67,SC
SUKHWANT SINGH,M,53,GEN
KAWALJIT SINGH,M,29,GEN
GURNAM SINGH,M,59,SC
JASBIR SINGH,M,48,SC
BALWINDER SINGH,M,57,GEN
BHUPINDER SINGH,M,30,SC
MAHINDER SINGH HAMIRA,M,48,SC
SANTOKH SINGH CHAUDHARY,M,67,SC
SUKHWINDER SINGH KOTLI,M,49,SC
PAWAN KUMAR TINU,M,47,SC
SUBHASH GORIA,M,40,SC
JARNAIL SINGH,M,60,GEN
JYOTI MANN,F,27,SC
TARA SINGH GILL,M,48,SC
PARAMJIT KUMAR,M,31,SC
VIJAY HANS,M,51,SC
AJAY KUMAR BHAGAT,M,42,SC
AMIT JASSI,M,33,SC
KAMAL THAPAR,M,50,SC
KULDIP KUMAR,M,46,SC
K.K. SABHARWAL,M,44,SC
JAGAN NATH BAJWA,M,53,SC
TARSEM PETER,M,49,SC
DARSHAN NAHAR,M,49,SC
DHARMINDER,M,46,SC
NIRMAL SINGH BOLINA,M,72,SC
MANJEET KAUR W/O SUKHDEV SINGH,F,37,SC
MANJIT KAUR W/O SUKHWINDER SINGH,F,40,SC
LOVE KISHOR,M,40,SC
VIJAY KUMAR,M,40,GEN
VIVEK,M,34,SC
BHAGWAN SINGH CHAUHAN,M,55,SC
MOHINDER SINGH KAYPEE,M,57,SC
VIJAY SAMPLA,M,52,SC
ANOOP SINGH,M,53,SC
SHAMSHER SINGH,M,80,SC
JASWINDER SINGH,M,53,SC
DEEPAK KUMAR,M,33,GEN
YAMINI GOMAR,F,39,SC
LAKHVIR SINGH,M,51,SC
VIJAY KUMAR,M,38,GEN
OM PARKASH JAKHU,M,73,SC
ANU KUMAR,M,28,SC
DAVINDER SINGH,M,36,SC
PAWAN KUMAR,M,30,GEN
BISHAN DASS,M,65,SC
RAVI DUTT,M,43,SC
RAM KISHAN,M,62,SC
AMBIKA SONI,F,71,GEN
K.S.MAKHAN,M,43,GEN
PREM SINGH CHANDUMAJRA,M,64,GEN
BALBIR SINGH JADLA,M,62,GEN
HIMMAT SINGH SHERGILL,M,34,GEN
JASWANT SINGH MANN,M,70,GEN
RAMESH RANI PARJAPATI,F,60,GEN
RESHAM KAHLON,M,42,SC
HARCHARAN SINGH,M,69,GEN
GURSHARN SINGH PANESAR,M,50,GEN
GURNAM SINGH,M,67,SC
GURMEET SINGH,M,69,GEN
DALJIT SINGH,M,70,GEN
DAVINDER KUMAR VERMA,M,33,GEN
NAVNEET CHAUTALA,M,27,SC
FAQIR CHAND KARIHA,M,64,GEN
BALJIT KAUR,F,47,GEN
MANDEEP SINGH BITTU,M,25,GEN
SUKHWINDER SINGH SEKHON,M,51,GEN
NAVJOT SINGH MANDAIR,M,40,GEN
MANPREET SINGH AYALI,M,39,GEN
RAVNEET SINGH BITTU,M,38,GEN
AKSHAYBAR NATH MISHRA,M,48,GEN
HARVINDER SINGH PHOOLKA,M,58,GEN
HARI RAM SAHNI,M,47,GEN
KISHAN KUMAR SHARMA,M,38,GEN
DARSHAN SINGH,M,43,GEN
MOHD. NASEEM ANSARI,M,46,SC
BITTU,M,41,SC
MOHAMMAD MAKSOOD ANSARI,M,45,GEN
SIMERJIT SINGH,M,28,GEN
SIMARJEET SINGH BAINS,M,43,GEN
KULWINDER PAL SINGH,M,34,GEN
GURDEEP SINGH KAHLON,M,42,GEN
JASWINDER SINGH BAINS,M,27,GEN
JAI PARKASH JAIN,M,34,GEN
TARSEM SINGH BANGA,M,53,SC
NAVPREET SINGH BEDI,M,28,GEN
RAJ KUMAR ATWAL,M,44,SC
RAJIV KUMAR KALRA,M,43,GEN
SARABJEET SINGH,M,36,SC
SADHU SINGH,M,54,SC
KULWANT SINGH,M,52,SC
NIRMAL SINGH,M,52,GEN
HARPREET SINGH,M,26,SC
HARINDER SINGH KHALSA,M,67,SC
GURDEEP SINGH,M,37,SC
DHARAM SINGH,M,47,SC
LAKHVIR SINGH,M,46,SC
AVTAR SINGH,M,46,SC
PARAMJIT SINGH,M,50,GEN
MANPREET SINGH,M,33,SC
RANJIT SINGH,M,32,SC
LACHHMAN SINGH S/O S.SAROOP SINGH,M,45,SC
LACHHMAN SINGH S/O S.GULZAR SINGH,M,56,SC
SANT RAM,M,54,SC
KASHMIR SINGH,M,46,SC
JOGINDER SINGH,M,55,SC
PARAMJIT KAUR GULSHAN,F,65,SC
SATPAL SINGH,M,50,SC
PROF. SADHU SINGH,M,72,SC
GURCHARAN SINGH,M,59,SC
GOBIND SINGH,M,34,SC
JARNAIL SINGH,M,47,GEN
DARSHAN SINGH,M,36,GEN
PARAMJIT KAUR W/O AMRIK SINGH,F,47,SC
MANGAT RAM MANGA,M,42,SC
MOTI LAL,M,45,SC
SEEMA RANI,F,30,SC
JASVEER SINGH,M,38,SC
JOGINDER SINGH S/O KESAR SINGH,M,75,SC
PARAMJEET KAUR W/O GURPREET SINGH,F,30,SC
BADAL SINGH,M,29,SC
REENA KUMARI,F,30,SC
SUNIL JAKHAR,M,60,GEN
SHER SINGH GHUBAYA,M,51,SC
RAM KUMAR PARJAPAT,M,44,GEN
SATNAM PAUL KAMBOJ,M,59,GEN
DHIAN SINGH MAND,M,48,GEN
BALJINDER SINGH,M,38,GEN
SWARAN SINGH,M,45,SC
SAMPURAN SINGH,M,41,SC
GURJANT SINGH,M,58,GEN
CHANAN SINGH WATTU,M,62,SC
PARAMJEET SINGH DESAL,M,54,SC
PANJAB SINGH KATWAL,M,33,SC
MANOJ KUMAR MONGA,M,41,GEN
RAJINDER BHATHEJA,M,38,GEN
RAJ GILL,M,42,SC
HARSIMRAT KAUR BADAL,F,47,GEN
KULDEEP SINGH,M,32,GEN
MANPREET SINGH BADAL S/O GURDAS SINGH,M,52,GEN
SHAMINDER SINGH,M,34,GEN
SUKHWINDER SINGH,M,33,SC
SURESH KUMAR GOYAL,M,70,GEN
GEETA RANI,F,50,GEN
GURDEEP SINGH,M,44,SC
GURMEET SINGH RANGHRETA,M,44,SC
JASRAJ SINGH LONGIA,M,40,GEN
JAGDISH RAI SHARMA,M,57,GEN
NAVNEET,M,42,GEN
BHAGWANT SINGH SAMAON,M,36,SC
MAKHAN LAL,M,43,SC
RAJINDER SINGH,M,45,GEN
ASHISH,M,25,GEN
SATISH ARORA,M,51,GEN
SANJEEV KUMAR THAPAR,M,34,GEN
SUSHIL KUMAR JINDAL,M,31,GEN
KARTAR SINGH,M,60,GEN
GURCHARAN SINGH,M,42,SC
JASPAL SINGH,M,36,GEN
JAGDEEP SINGH,M,34,GEN
JAGDEEP SINGH GEHRI,M,39,SC
DYAL CHAND,M,52,SC
BHUPESH KUMAR,M,36,GEN
MANPREET SINGH BADAL S/O GURDEV SINGH,M,33,GEN
VIJAY KUMAR,M,44,GEN
SUKHDEV SINGH DHINDSA,M,75,GEN
SUKHDEV RAM SHARMA,M,60,GEN
JOGINDER SINGH AULAKH,M,63,GEN
MADAN BHATTI,M,50,SC
VIJAY INDER SINGLA,M,42,GEN
KARNAIL SINGH,M,66,GEN
GURDEEP SINGH,M,39,SC
GURPREET SINGH,M,33,SC
JASWANT SINGH,M,50,SC
JIT SINGH,M,54,SC
BHAGWANT MANN,M,40,GEN
MAHMOOD AHMED THIND,M,38,GEN
SUKHDEV SINGH,M,46,GEN
HARINDER KUMAR,M,52,GEN
KARAM SINGH,M,42,GEN
JOTI DEVAJI ANSUIA,F,28,SC
DHARAM SINGH,M,50,SC
PARVEEN KAUR,F,48,SC
BIJENDER,M,33,GEN
BHAGWANT SINGH,M,31,GEN
MANOJ KUMAR,M,36,GEN
DEEPINDER SINGH DHILLON,M,53,GEN
NIRMAL SINGH DHALIWAL,M,65,GEN
PRENEET KAUR,F,69,GEN
RAM SINGH DHIMAN,M,42,GEN
AMRIK SINGH,M,47,GEN
HARISH KUMAR,M,47,GEN
GURPREET SINGH,M,38,SC
DR. DHARAM VIRA GANDHI,M,63,GEN
MOHINDER PAL SINGH,M,52,GEN
RANJIT KAUR,F,65,GEN
RANDHIR SINGH,M,49,GEN
RAVINDER SINGH,M,27,SC
BIBI KAMALDEEP KAUR RAJOANA,F,36,GEN
GURBHEJ SINGH,M,35,GEN
DHARAM PAL,M,38,GEN
PARVEEN KUMAR,M,35,GEN
PARVESH BHATEJA,M,35,GEN
RAJINDER SINGH PAWAR,M,45,GEN
RAMISHER SINGH BILLA,M,43,SC
LAKHWINDER SINGH MALHI,M,62,GEN
NIHALCHAND,M,43,SC
PALARAM,M,57,SC
MASTER BHANWARLAL MEGHWAL,M,66,SC
AMAR SINGH,M,64,SC
ADVOCATE KARTAR SINGH BAINS,M,67,SC
JASVINDER SINGH,M,45,SC
DR. PALUSKAR K. T.,M,58,SC
BALWANT SINGH HARIYALA,M,45,SC
DR. BALKRISHAN BAWARI,M,55,SC
SHIMLA DEVI NAYAK (ADVOCATE),F,32,SC
SUNIL BHADRWAL,M,32,SC
HETRAM,M,60,SC
OM PARKASH,M,45,GEN
KUMBHA RAM,M,68,SC
TITAR SINGH,M,72,SC
DULICHAND MEGHWAL,M,58,SC
BALRAJ BAWARI,M,30,SC
ARJUN RAM MEGHWAL ,M,60,SC
BHANWAR LAL,M,46,SC
ER. SHANKAR PANNU,M,64,SC
DR. GAURI SHANKER DAABI,M,34,SC
MANGILAL NAYAK,M,52,SC
RAM RATAN MEGHWAL,M,29,SC
GOPAL BALMIKI,M,69,SC
JAGDISH KUMAR NAYAK,M,37,SC
ABHINESH MAHARSHI,M,51,GEN
INDRA SINGH JAT,M,60,GEN
PRATAP SINGH,M,49,GEN
RAHUL KASWAN ,M,37,GEN
KRISHAN KUMAR SARAN,M,53,GEN
GORDHAN SARSWAT,M,69,GEN
TORURAM MEGHWAL,M,55,SC
MOHAMMAD ALI KHAN,M,47,GEN
SYOPAT RAM,M,41,GEN
RAJPAL,M,27,GEN
SALIM GUJAR,M,56,GEN
RAHISA BANO,F,35,GEN
RAJ BALA OLA,F,61,GEN
SANTOSH AHLAWAT,F,57,GEN
URMILA,F,26,ST
OM PRAKASH JHARODA,M,55,GEN
GENERAL R S KADYAN,M,70,GEN
BHAN SINGH,M,51,GEN
BHUDAR MAL,M,53,GEN
PRAVEEN KUMAR,M,32,SC
MAHABEER PRASAD KUMAWAT,M,58,GEN
DR. RAJKUMAR SHARMA,M,40,GEN
RAJBALA,F,36,GEN
AMARA RAM,M,58,GEN
GULAM NABI AZAD,M,76,GEN
PRATAP SINGH JAT,M,66,GEN
SUMEDHANAND SARASWATI ,M,62,GEN
SWAMI BHAGIRATH SINGH KHARRANTE BHADHADAR,M,46,GEN
RAMESH SHARMA,M,58,GEN
VIMAL INDORIA,M,34,GEN
SATISH KUMAR SHARMA,M,62,GEN
MAJOR SURENDRA KUMAR PUNIA,M,37,GEN
AJAYPAL,M,53,GEN
KANHAIYA LAL BALAI,M,60,SC
DULI CHAND KUMAWAT,M,26,GEN
PRATAP SINGH,M,45,GEN
SUBHASH MAHARIA,M,57,GEN
SURENDRA KUMAR PHULWARIYA,M,26,SC
DR. C.P. JOSHI,M,63,GEN
RAJYAVARDHAN SINGH RATHORE ,M,44,GEN
AJAY KUMAR SHARMA,M,61,GEN
ANIL KUMAR,M,38,SC
JAGDISH PRASAD,M,52,GEN
TEK CHAND SONWAL,M,58,SC
DHIRAJ GURJAR,M,35,GEN
NAVIN PILANIA,M,47,GEN
NARAYAN LAL PARIHAR,M,62,SC
SHAYAM SINGH RATHORE,M,65,GEN
DR. OM SINGH MEENA,M,60,ST
KAMAL  KUMAR  GAUR,M,53,GEN
D.K. (DEV KRISHAN) CHHANGANI,M,74,GEN
FAROOQ SHAH,M,25,GEN
DR. MAHESH JOSHI,M,59,GEN
RAMCHARAN BOHARA,M,56,GEN
ANIL KUMAR SHARMA,M,30,GEN
ABDUL AZIZ BHARTIYA,M,55,GEN
IFTEKAR QURISHI,M,42,GEN
KAILASH CHAND SAINI,M,55,GEN
DR. TANMAY,M,32,GEN
NEERU AGARWAL,F,33,GEN
RAJU LAL BAIRWA,M,46,SC
DR. VIRENDRA SINGH,M,59,GEN
PAWAN SINGH SHEKHAWAT,M,40,GEN
MUNNA DASS DABODIA,M,64,SC
RAM SINGH RAJ,M,60,GEN
HAFIZ KHAN WARSI,M,48,GEN
AZAD HUSAIN,M,50,GEN
CHAND NATH,M,58,GEN
BHANWAR JITENDRA SINGH,M,42,GEN
ARUN KUMAR ROOPAK,M,29,SC
KHOOBRAJ NEERAJ,M,48,SC
KHAIM CHAND,M,62,GEN
DR. DASHRATH KUMAR HINUNIA,M,39,SC
CHAUDHARY NASRUDEEN TANWAR,M,82,GEN
NISHAR AHMED,M,51,GEN
MANGURAM SAIN,M,54,GEN
MURSHID AHMED,M,45,GEN
VIRJANAND,M,62,GEN
DR VIRENDRA VIDROHI,M,50,GEN
SURESH SHARMA,M,39,GEN
KISHAN LAL,M,66,SC
JAGDISH PRASAD BAIRWA,M,33,SC
RAMESH PANVAL,M,46,GEN
HARIPRASAD,M,41,SC
HARI SINGH SHARMA,M,41,GEN
BAHADUR SINGH KOLI,M,56,SC
MAHENDAR KUMAR JATAV,M,46,SC
DR.SURESH JATAV,M,57,SC
AMAR CHAND POHIYA,M,34,SC
GOPAL PAHARIA,M,56,SC
LAKHAN SINGH,M,46,SC
VIMLA UMAR,F,34,SC
GHISU LAL,M,48,SC
PREM CHAND DHAMANI,M,59,SC
MADHURI PUSHKAR,F,59,SC
MAMRAJ,M,48,SC
SHEETAL JATAV,F,25,SC
G.R.BARUA,M,65,SC
MANOJ RAJORIYA,M,43,SC
LAKKHIRAM,M,44,SC
KAMAL SINGH,M,31,SC
GHANSHYAM,M,44,SC
DHANRAJ BAIRWA,M,27,SC
PHOOLSINGH,M,39,SC
RAMESH,M,35,GEN
RAM SINGH,M,49,ST
SHRELAL KHARE,M,55,SC
ASHOK KUMAR,M,29,GEN
KANCHAN BAI,F,54,SC
KISHOR KUMAR,M,63,GEN
LAXMIKANT,M,25,SC
CHANDU LAL MEENA (GEROTA),M,47,ST
NAMONARAIN MEENA,M,70,ST
HARISH CHANDRA MEENA ,M,59,ST
DR. KIRODI LAL,M,62,ST
KHEMRAJ MEENA,M,26,ST
DHARMI GHUNAWAT,M,36,ST
RUKMANI MEENA JHAKHIWAL,F,67,ST
DR. SANJEET KUMAR DHANKA,M,40,ST
SURAJ BHAN DHANKA,M,60,ST
ANJALI BHADANA,F,31,ST
ANJU DEVI DHANKA,F,33,ST
DR. NASEEM GURJAR,F,61,ST
BIMLA DEVI MEENA,F,57,ST
SHIV PAL GURJAR,M,42,ST
MOHAMMED AZHARUDDIN,M,51,GEN
SUKHBIR SINGH JAUNAPURIA ,M,56,GEN
SURESH,M,52,GEN
JAGMOHAN MEENA,M,57,ST
DINESH,M,34,ST
DINESH SAINI,M,27,GEN
BAJARANG LAL,M,52,GEN
BHAR SINGH,M,40,ST
MUKESH,M,41,GEN
RAMESH CHAND,M,61,SC
RAM HANS,M,59,ST
VARIS ALI,M,41,GEN
KAMAL KUMAR DHOBI,M,50,SC
KORI LAL,M,80,GEN
GOVIND PRASAD,M,42,GEN
CHANDAN LAL MEENA,M,57,ST
BABULAL JANGID,M,29,GEN
MAKKHAN,M,44,ST
RAM PARKASH,M,50,SC
SAMPATTI BAI ALIAS SUNITA VERMA,F,28,SC
SIYA RAM,M,44,GEN
HARI RAM,M,29,GEN
JAGDISH,M,49,SC
SACHIN PILOT,M,36,GEN
SANWAR LAL JAT ,M,59,GEN
SANWAR LAL,M,30,GEN
MUKUL MISHRA,M,47,GEN
RAMLAL,M,50,SC
ANITA JAIN,F,46,GEN
KRISHNA KUMAR DADHICH,M,27,GEN
JAGDISH SINGH RAWAT,M,54,GEN
NARAIN DAS SINDHI,M,65,GEN
BHANWAR LAL SONI,M,57,GEN
SURENDRA KUMAR JAIN,M,46,GEN
ABDUL AZIZ,M,63,GEN
C R CHOUDHARY,M,66,GEN
DR JYOTI MIRDHA,F,41,GEN
AYUB KHAN,M,40,GEN
NEMICHAND,M,27,GEN
BHANWAR SINGH RATHORE,M,58,GEN
HANUMANRAM,M,59,GEN
HARIRAM MEHRADA,M,27,SC
CHHOTURAM,M,34,SC
MULARAM,M,59,GEN
SUNIL,M,31,GEN
HANUMAN BENIWAL,M,42,GEN
HARIRAM,M,74,GEN
P P CHAUDHARY,M,60,GEN
BHOJRAJ,M,47,SC
MUNNI DEVI GODARA,F,40,GEN
JAGDISH,M,46,SC
DEV KISHAN DEHIYA,M,27,SC
MAHESH BHANDARI,M,53,GEN
SHOBHARAM MALI,M,35,GEN
UDARAM,M,38,SC
OM PRAKASH MALI,M,32,GEN
KANHAIYALAL PAREEK,M,48,GEN
DINESH MEV,M,26,SC
DR. RAMLAL MOHBARSHA,M,61,SC
SHER SINGH SAFA,M,50,GEN
GAJENDRASINGH SHEKHAWAT ,M,48,GEN
GOPARAM MEGHWAL,M,44,SC
CHANDRESH KUMARI,F,69,GEN
DHANRAJ GEHLOT,M,31,GEN
RAVI GARG,M,44,GEN
VIGYAN MODI,M,65,GEN
JAYDA,F,54,GEN
JETHARAM MEGHWAL,M,53,SC
DUNGAR MAL PUNIYA,M,69,GEN
MEHMOODA BEGAM ABBASI,F,57,GEN
RAM DAYAL,M,32,GEN
RUGHA RAM CHOUDHARY ADVOCATE,M,48,GEN
SOHAN LAL GOYAL,M,61,SC
MALAM SINGH ,M,37,GEN
COL. SONA RAM,M,73,GEN
HARISH CHAUDHARY,M,43,GEN
MANGILAL GAUR,M,64,GEN
MAHANT ARJUNPURI,M,50,GEN
KHET SINGH RAJPUROHIT,M,43,GEN
JASWANT SINGH,M,77,SC
POPATRAM,M,44,SC
BABULAL,M,44,SC
MASTER BHAIRARAM MEGHWAL,M,31,SC
RAMA RAM,M,31,GEN
ANJANA UDAI LAL,M,64,GEN
OTARAM,M,59,SC
DEVJI PATEL ,M,37,GEN
CHHAGANARAM / PRHALAD,M,57,SC
CHHAGANARAM / BHALARAM,M,51,SC
RAN SINGH RAJPUROHIT,M,42,GEN
SUKH DEV,M,50,SC
TARUN KUMAR,M,33,GEN
NARINGA RAM YADAV,M,64,SC
NARAYAN LAL,M,28,GEN
S. BUTA SINGH,M,80,SC
BHANWAR LAL WAGHELA,M,33,SC
MANARA RAM,M,54,SC
MAHENDRA K. CHOUDHARY,M,41,GEN
MOOLA RAM,M,71,GEN
SHANKAR LAL DARJI,M,41,GEN
ARJUNLAL MEENA ,M,49,ST
MEGHRAJ TAWAR,M,75,ST
RAGHUVIR SINGH,M,55,ST
LAXMAN BHIL,M,43,ST
GOTAM LAL MEENA,M,38,ST
PRABHU LAL MEENA,M,32,ST
LAXMILAL GAMETI,M,62,ST
DR. VELARAM MEENA,M,64,ST
MANSHANKAR NINAMA ,M,58,ST
RESHAM MALVIYA,F,49,ST
VIJAYPAL,M,70,ST
BHANJI BHAI,M,81,ST
SOMA LAL KOTED,M,63,ST
HARISH RAWAT,M,39,ST
GIRIJA VYAS,F,67,GEN
CHANDRA PRAKASH JOSHI,M,38,GEN
RADHA DEVI,F,54,GEN
SANJAY KUMAR,M,37,SC
DR. NARENDRA KUMAR GUPTA,M,60,GEN
PRABHU LAL GUJJAR,M,34,GEN
MANGI LAL SOLANKI,M,67,GEN
VIJAYA RAY,F,45,GEN
SHANTI LAL TRIVEDI,M,77,GEN
GULAB CHAND SAHLOT,M,63,GEN
BABU MEGHWAL,M,46,SC
BHANWAR LAL,M,42,SC
MOHAMMAD IMTIYAZ,M,30,GEN
YASHWANT PURI,M,47,GEN
GOPAL SINGH SHEKHAWAT,M,63,GEN
NEERU RAM JAT,M,44,GEN
HARIOM SINGH RATHORE,M,56,GEN
IDRISH MOHAMMAD,M,40,GEN
GULAM FARID,M,49,GEN
PRADEEP SINGH BHATNAGAR,M,58,GEN
LAXMAN,M,30,SC
KHIMARAM SALVI,M,43,SC
BHANWAR LAL MALI,M,50,GEN
SANJAY CHOUDHARY,M,45,GEN
SURYA BHAWANI SINGH CHAWARA,M,35,GEN
HEERA KATHAT,M,54,GEN
ASHOK CHANDNA,M,29,GEN
GOVIND KUMAR BAIRWA,M,45,SC
SUBHASH BAHERIA,M,57,GEN
CHANDRA PRAKASH GOCHER,M,42,GEN
RADHY SHYAM VAISHNAV,M,42,GEN
SUNIL AGIWAL,M,47,GEN
ASLAM SHEKH ADVOCATE,M,38,GEN
RATAN LAL DHOBI,M,46,SC
SHYAM LAL SALVI,M,29,SC
SATYA PRAKASH SHARMA,M,41,GEN
SURENDAR SINGH RANAWAT,M,55,GEN
ASHOK KUMAR,M,34,GEN
IJYARAJ SINGH,M,49,GEN
OM BIRLA ,M,51,GEN
AJMAT ALI,M,38,GEN
ASHOK KUMAR JAIN,M,61,GEN
MAHESH KUMAR RANIWAL,M,41,SC
RAJESH KUMAR,M,47,GEN
ASFAK ALI,M,53,GEN
TEJPAL,M,51,GEN
MAHENDRA KUMAR,M,46,GEN
MOHAN LAL MAHAWAR,M,73,SC
SHYAM SUNDER SHARMA,M,57,GEN
CHANDRA SINGH,M,48,GEN
DUSHYANT SINGH,M,43,GEN
PRAMOD BHAYA,M,49,GEN
JAVED KHAN,M,26,GEN
BALDAR,M,44,GEN
SULEMAN PUTA,M,46,GEN
AKAR DHOJ LIMBU,M,49,ST
NAR BAHADUR KHATIWADA,M,66,GEN
PREM DAS RAI,M,59,GEN
KAUSHAL RAI,M,30,GEN
NAKUL DAS RAI,M,54,GEN
TEK NATH DHAKAL,M,61,GEN
KANNAN A.S,M,72,SC
SATHYAMURTHY.C,M,34,SC
YUVARAJ.V,M,49,SC
VENUGOPAL.P.(DR),M,61,SC
JAYAKUMAR.M,M,34,SC
SRINIVASAN.D,M,48,SC
BALAMURUGAN.B,M,38,SC
RAVIKUMAR.D,M,53,SC
CHANDRASEKARAN.M,M,65,SC
SURESH KUMAR.S,M,34,SC
DOSS.R,M,45,SC
RAVIKUMAR.M,M,35,SC
VETRISELVAM.K,M,29,SC
VENUGOPAL.P,M,66,SC
GIRIRAJAN .R,M,52,GEN
SOUNDARAPANDIAN .M,M,51,GEN
BIJU CHACKO,M,44,GEN
VASUKI .U,F,58,GEN
VENKATESH BABU .T.G,M,53,GEN
JANARTHANAN .J,M,50,SC
SIVAKUMAR . V,M,50,SC
NIJAM MOHAIDEEN .M,M,37,GEN
BABU MAILAN .A,M,42,GEN
PAULRAJ .T,M,33,GEN
RAMESH KANNAN .G,M,41,SC
VIJAYA KUMAR .K,M,44,GEN
SRINIVASON .S,M,48,GEN
ANBAZHAGAN .G,M,49,GEN
GIRIRAJ. D,M,47,GEN
KESAVAN. L,M,48,GEN
KOLANGI. M,M,43,SC
CHARAVANAN. M.P.,M,53,GEN
SIVASHANMUGA PERUMAL. S,M,62,GEN
SEETHA MALLAR. A,F,40,SC
SRINIVASAN. J,M,36,GEN
SUNDAR. G,M,35,SC
SENTHIL KUMAR. K,M,59,GEN
DEEPAK. C,M,34,GEN
DURAI BABU. R,M,37,GEN
DEVARAJ. G,M,32,SC
PAUL KANAGARAJ. R.C,M,49,GEN
BALAJI. E,M,40,SC
PRABHAKARAN. K,M,31,SC
PONRAJ. P,M,43,GEN
MAHENDRAN. K.P.P.,M,47,GEN
MARIMUTHU. P,M,57,GEN
MARIRAJ. T.R,M,45,GEN
MOHAMED MAJASUDDIN,M,34,GEN
YOGARAJ. S,M,27,GEN
RAVIKUMAR. T,M,43,SC
RAVI PARIYANAR. D,M,37,SC
RAMASAMY. M.D.,M,55,GEN
RAJ. N,M,42,SC
RAJA. B,M,29,GEN
GANESAN  S,M,57,GEN
K.R.RAMASWAMY@TRAFFIC RAMASWAMY,M,80,GEN
(KUPPAL)G.DEVADOSS,M,61,GEN
A. JAIGANESH,M,29,GEN
LA.GANESAN,M,69,GEN
S. BALU,M,49,GEN
COLONEL KADAR BASHA,M,70,GEN
DR. J. JAYAVARDHAN,M,26,GEN
T. DHANASEKAR,M,62,GEN
RAJINI NIVETHA,F,43,GEN
R. RAVICHANDRAN,M,48,SC
V. BALAJI,M,33,SC
S.S.RADHAKRISHNAN,M,65,GEN
THANGARAJ,M,26,SC
S. DEVADOSS,M,49,GEN
S. SEETHALAKSHMI,F,45,GEN
JAHIR HUSSAIN. M,M,47,GEN
S. PARTHIBAN,M,48,GEN
LOGANATHAN,M,46,GEN
A. IRUDAYADASS,M,53,GEN
T.K.S.ELANGOVAN,M,59,GEN
J.S. MAHALINGAM,M,53,GEN
M. ARUMUGAM,M,55,GEN
K. MANI,M,61,GEN
KANTHAVEL  D,M,37,SC
S. BALAMURALI,M,31,GEN
S. RAJESHWARI,F,29,SC
S. VEERAMANI,M,63,GEN
S.V. RAMANI,M,57,GEN
B. KUMAR SRI SRI,M,37,GEN
BHAVANI JANAKIRAM,F,57,GEN
S. PRAGASAM,M,40,SC
T. PONNUSAMY,M,48,GEN
A. MAGESH,M,31,GEN
PON. SIVA KUMAR,M,39,SC
S. CHARUMATHI,F,39,SC
S. SESU RAJ,M,44,GEN
K. SHANKAR,M,61,GEN
JOSEPH GUNASEKAR,M,41,GEN
R. KANDASAMY@BABU,M,47,GEN
M. JAYARAMAN,M,41,GEN
T.K. RAMAJAYAM,M,74,GEN
S.D. KRISHNAKUMAR,M,39,GEN
S.R. VIJAYAKUMAR,M,40,GEN
J. PRABHAKAR,M,58,GEN
B. AMBETH VENKATESH,M,52,SC
J. CONSTANDINE RAVINDRAN,M,46,GEN
MURALIKRISHNAN (A) SAMARAN,M,27,SC
D. BABU,M,36,SC
C.D. MEYYAPPAN,M,51,GEN
DAYANIDHI MARAN,M,47,GEN
